id,department,tenure,job_role,monthly_income,age,overtime,distance_from_home,engagementScore,job_satisfaction,environment_satisfaction,work_life_balance,attrition,comment,sentiment_score,positive_score,neutral_score,negative_score,sentiment,textblob_polarity,textblob_subjectivity,extracted_keywords,overtime_encoded,predicted_engagement,risk_cluster,turnover_risk,attrition_probability
952,Sales,19,Sales Executive,6151,41,No,10,65,2,3,3,0,The work in Sales Executive is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"sales, executive, okay, challenges, balance",0,64.94961428017565,0,Medium,0.09448459691490785
953,Sales,3,Sales Representative,2302,31,Yes,1,80,2,4,4,1,Great career growth opportunities in Sales Representative. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, sales",1,79.7732829310425,1,Low,0.15763747620814902
954,Research & Development,3,Laboratory Technician,2362,44,No,3,48,1,1,4,1,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",0,47.54967993766354,0,Medium,0.3089299248349744
955,Research & Development,20,Manager,17861,42,Yes,2,68,3,3,2,0,Decent experience in Research & Development but career advancement opportunities could be better after 20 years.,0.8047,0.341,0.659,0.0,Positive,0.3333333333333333,0.5833333333333333,"decent, experience, research, development, career",1,67.48089811521409,2,Low,0.02641879161363415
956,Research & Development,19,Manager,19187,55,No,2,82,3,4,3,0,Great career growth opportunities in Manager. The compensation package is competitive and benefits are strong.,0.9423,0.653,0.347,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, manager",0,82.30167819234993,2,Low,0.016512403751986576
957,Human Resources,7,Manager,19717,56,No,8,72,2,4,3,0,Excellent leadership in Human Resources. Flexibility with schedule and clear communication from management.,0.8271,0.465,0.535,0.0,Positive,0.3666666666666667,0.49444444444444446,"excellent, leadership, human, resources, flexibility",0,72.28114124292256,2,Low,0.03875321145486879
958,Research & Development,4,Research Scientist,3544,40,No,16,75,3,3,3,0,Very satisfied with my role after 4 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,74.93019823500136,1,Low,0.19124998937040041
959,Research & Development,9,Healthcare Representative,8500,34,No,9,85,4,4,2,0,Very satisfied with my role after 9 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,84.90272834669672,1,Low,0.06840554039117988
960,Research & Development,9,Research Scientist,4661,40,No,2,85,4,3,3,0,I really appreciate the Research & Development team culture. Work-life balance is excellent and management is supportive.,0.8357,0.388,0.612,0.0,Positive,0.5666666666666667,0.7333333333333334,"research, development, team, culture, balance",0,84.93293476771258,1,Low,0.08883829865013272
961,Sales,9,Sales Executive,4103,41,No,1,55,1,3,3,0,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",0,54.93982398878813,0,Medium,0.18302158586948392
962,Research & Development,9,Research Scientist,4249,35,Yes,4,75,3,3,3,0,Great career growth opportunities in Research Scientist. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, research",1,74.93802639285897,1,Low,0.12890978606342354
963,Human Resources,33,Manager,14026,51,Yes,5,65,2,3,3,0,The work in Manager is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.198,0.802,0.0,Positive,0.25,0.75,"manager, challenges, balance, overtime, requirements",1,64.94540930144468,2,Low,0.022736064392221058
964,Sales,7,Sales Executive,6893,38,No,2,48,1,2,3,0,The work in Sales Executive is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"sales, executive, okay, challenges, balance",0,47.522708252804634,0,Medium,0.18647854846011902
965,Sales,10,Sales Executive,6125,34,No,15,62,1,3,4,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,62.363523702798986,0,Medium,0.17228046786828866
966,Research & Development,3,Laboratory Technician,3669,25,No,19,85,4,4,2,0,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",0,84.90963272772044,1,Low,0.16878738261714898
967,Research & Development,10,Manufacturing Director,10008,58,Yes,7,48,1,3,2,1,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",1,47.48451693587755,0,Medium,0.1536289075498678
968,Research & Development,4,Laboratory Technician,2387,40,No,1,58,2,2,3,0,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",0,57.530469882015886,0,Medium,0.2314584239438914
969,Sales,15,Sales Executive,4639,36,No,7,32,1,1,2,0,Limited career growth in Sales Executive despite 15 years tenure. Feeling undervalued and underpaid.,0.296,0.241,0.647,0.112,Positive,-0.07142857142857142,0.14285714285714285,"limited, career, growth, sales, tenure",0,32.70697074623159,0,Medium,0.26949635147304424
970,Research & Development,10,Manufacturing Director,7898,48,No,4,92,4,4,3,0,Great career growth opportunities in Manufacturing Director. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, director",0,92.32634535112224,1,Low,0.055468288642793524
971,Sales,1,Sales Representative,2534,27,No,11,85,4,3,3,0,I really appreciate the Sales team culture. Work-life balance is excellent and management is supportive.,0.8357,0.426,0.574,0.0,Positive,0.5666666666666667,0.7333333333333334,"sales, team, culture, balance, excellent",0,84.93202534029041,1,Low,0.17221742041893812
972,Research & Development,5,Manufacturing Director,13142,51,No,11,65,2,4,2,0,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",0,64.87648309133567,0,Medium,0.09077328422057082
973,Research & Development,0,Laboratory Technician,1611,18,No,1,100,4,4,4,0,Great career growth opportunities in Laboratory Technician. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, laboratory",0,99.77337220782599,1,Low,0.1103959764910821
974,Research & Development,9,Laboratory Technician,5363,35,No,1,92,4,4,3,0,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",0,92.34008014577896,1,Low,0.06689391887638632
975,Sales,6,Sales Executive,5071,27,No,2,92,4,4,3,0,I really appreciate the Sales team culture. Work-life balance is excellent and management is supportive.,0.8357,0.426,0.574,0.0,Positive,0.5666666666666667,0.7333333333333334,"sales, team, culture, balance, excellent",0,92.33953567202435,1,Low,0.07929516231675045
976,Sales,19,Sales Executive,13695,55,Yes,13,52,3,1,2,1,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",1,52.67680899231167,2,Low,0.07408986564188769
977,Research & Development,19,Manufacturing Director,13402,56,Yes,23,72,2,4,3,0,I really appreciate the Research & Development team culture. Work-life balance is excellent and management is supportive.,0.8357,0.388,0.612,0.0,Positive,0.5666666666666667,0.7333333333333334,"research, development, team, culture, balance",1,72.32263353059189,2,Low,0.05905840198722471
978,Research & Development,5,Research Scientist,2029,34,No,26,60,3,1,3,0,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",0,60.127132853575205,0,Medium,0.32867550977933135
979,Research & Development,12,Healthcare Representative,6377,40,No,2,68,3,2,3,0,The work in Healthcare Representative is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"healthcare, representative, challenges, balance, overtime",0,67.5312331686573,0,Medium,0.09552051874217993
980,Research & Development,8,Laboratory Technician,5429,34,No,29,68,3,2,3,0,Average satisfaction overall. Compensation is fair but workload can be overwhelming at times.,0.3818,0.247,0.753,0.0,Positive,0.26249999999999996,0.575,"average, satisfaction, overall, compensation, fair",0,67.52788164176646,0,Medium,0.20431833536464764
981,Sales,1,Sales Representative,2785,31,No,2,92,4,3,4,1,Very satisfied with my role after 1 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",0,92.3619384852812,1,Low,0.11253600676298732
982,Sales,4,Sales Executive,4614,35,Yes,18,75,3,4,2,1,Great career growth opportunities in Sales Executive. The compensation package is competitive and benefits are strong.,0.9423,0.628,0.372,0.0,Positive,0.6166666666666667,0.7416666666666667,"great, career, growth, opportunities, sales",1,74.90543493463514,1,Low,0.19472390813525506
983,Research & Development,4,Research Scientist,2610,38,No,7,82,3,4,3,0,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",0,82.33936275561278,1,Low,0.15354150366430466
984,Research & Development,14,Healthcare Representative,6687,34,No,2,92,4,3,4,0,I really appreciate the Research & Development team culture. Work-life balance is excellent and management is supportive.,0.8357,0.388,0.612,0.0,Positive,0.5666666666666667,0.7333333333333334,"research, development, team, culture, balance",0,92.3666478003842,1,Low,0.04929393467588656
985,Sales,5,Sales Executive,4724,28,No,26,55,1,3,3,0,The work in Sales Executive is okay. Some challenges with work-life balance especially with overtime requirements.,0.296,0.186,0.814,0.0,Positive,0.25,0.75,"sales, executive, okay, challenges, balance",0,54.93647387026799,0,Medium,0.2990941559014355
986,Research & Development,10,Manufacturing Director,6179,31,Yes,22,75,3,4,2,1,Excellent leadership in Research & Development. Flexibility with schedule and clear communication from management.,0.8271,0.442,0.558,0.0,Positive,0.55,0.6916666666666667,"excellent, leadership, research, development, flexibility",1,74.91287262241943,1,Low,0.14480950740465706
987,Sales,5,Sales Executive,6120,39,Yes,21,78,4,1,4,0,Very satisfied with my role after 5 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",1,77.54150377947514,1,Low,0.1516296773989685
988,Sales,4,Sales Executive,10596,51,No,2,58,2,2,3,0,Management is acceptable but communication could improve. Tools and resources are functional but dated.,0.6705,0.314,0.686,0.0,Positive,0.0,0.0,"management, acceptable, communication, tools, resources",0,57.49590719850228,0,Medium,0.12780707054349
989,Research & Development,6,Research Scientist,5467,41,Yes,22,85,4,4,2,0,Very satisfied with my role after 6 years. The work environment is collaborative and resources are adequate.,0.6115,0.25,0.75,0.0,Positive,0.4916666666666667,0.6666666666666666,"satisfied, role, environment, collaborative, resources",1,84.90643527450312,1,Low,0.13107917503349448
990,Research & Development,6,Research Scientist,2996,37,Yes,4,75,3,3,3,0,I really appreciate the Research & Development team culture. Work-life balance is excellent and management is supportive.,0.8357,0.388,0.612,0.0,Positive,0.5666666666666667,0.7333333333333334,"research, development, team, culture, balance",1,74.93748587414134,1,Low,0.15667391145168508
